Sales_ID,Movie_ID,Release_Date,domestic_box_office,international_box_office,worldwide_box_office,P_budget,Opening_weekend,Theatre_count
3358,,08 3 2018,n/a,133350,133350,,,
3359,,06 26 2019,n/a,1018584,1018584,,,
3360,,05 14 2020,n/a,10030,10030,,,
3361,,05 13 2021,n/a,14186,14186,,,
3362,,04 5 2018,n/a,453672,453672,,,
3363,,12 6 2018,n/a,352891,352891,,,
3364,,10 26 2018,719772,7407717,8127489,,,
3365,,02 2 2001,n/a,49374,49374,,,
3366,,10 16 2019,n/a,82672,82672,,292439,99
3367,,11 16 2007,82280579,112800000,195080579,150000000,16554,1
3368,,06 16 2006,68820,,,,,
3369,,11 17 2017,n/a,1882,1882,,225723,75
3370,,06 14 2012,31641,247501,279142,,,
3371,,03 4 2011,24400,,,,,
3372,,10 1 2021,n/a,345751,345751,,47580,4
3373,,02 15 2013,n/a,44403920,44403920,,,
3374,,05 5 2021,n/a,183620,183620,,,
3375,,12 11 2020,n/a,2554,2554,,,
3376,,08 10 2018,n/a,48877,48877,,,
3377,,10 15 2021,145191,596247,741438,,,
3378,,10 12 2007,n/a,,,,,
3379,,06 3 2015,n/a,,,,,
3380,,04 30 2020,n/a,254457,254457,,,
3381,,05 5 2017,28660,759531,788191,5500000,,
3382,,02 8 2019,n/a,116114,116114,,,
3383,,02 26 2021,n/a,2655,2655,,8640,2
3384,,12 30 2016,n/a,63116,63116,,,
3385,,08 26 2016,n/a,2320,2320,,,
3386,,06 9 2017,n/a,7934,7934,,,
3387,,08 23 2019,n/a,3347,3347,,4526,11
3388,,12 29 2017,n/a,83045,83045,,,
3389,,11 10 2017,n/a,3219,3219,,,
3390,,06 8 2018,n/a,,,,,
3391,,10 26 2018,n/a,3262,3262,,,
3392,,04 27 2012,9204489,902486,10106975,6000000,,
3393,,12 7 2018,n/a,18119,18119,,,
3394,,08 21 2020,n/a,298,298,,,
3395,,04 5 2019,n/a,,,,,
3396,,04 5 2013,34005,,,,,
3397,,10 14 2016,n/a,88878,88878,,,
3398,,01 11 2008,6176,,,,,
3399,,10 2 2013,388915,,,,,
3400,,09 1 2017,11400,,,,,
3401,,11 14 2014,n/a,,,,,
3402,,11 1 2002,656,,,,10994,4
3403,,02 13 2020,n/a,656710,656710,,7793,2
3404,,12 2 2016,3016,,,,10012,9
3405,,03 19 2020,n/a,15360,15360,,,
3406,,02 25 2021,n/a,24830,24830,,,
3407,,06 1 2018,n/a,,,,16293325,2902
3408,,03 30 2018,n/a,6007,6007,,28178,3
3409,,11 26 2020,n/a,18821,18821,,,
3410,,09 27 2000,18621249,2074164,20695413,6000000,,
3411,,11 8 2013,1938,,,,,
3412,,04 20 2001,81760,,,,,
3413,,01 31 2014,n/a,18861,18861,,,
3414,,04 3 2020,34287,,,,,
3415,,07 31 2015,892802,48134,940936,750000,,
3416,,09 17 2021,15243,283572,298815,,,
3417,,04 23 2010,109895,,,,,
3418,,11 18 2016,106986,,,,,
3419,,07 1 2016,n/a,1020,1020,,,
3420,,10 19 2012,1428,,,,,
3421,,07 22 2016,10104,,,,,
3422,,04 7 2017,n/a,31442,31442,,,
3423,,07 12 2019,590671,75507,666178,,,
3424,,03 7 2014,127115,,,,,
3425,,07 5 2019,n/a,33862,33862,,,
3426,,08 4 2000,1432,,,,,
3427,,03 14 2014,72273,,,,,
3428,,05 26 2000,80739,,,,,
3429,,04 11 2003,3802390,6836,3809226,250000,,
3430,,10 7 2016,n/a,,,,,
3431,,10 12 2018,n/a,,,,,
3432,,07 12 2019,n/a,,,,14860425,3576
3433,,10 26 2001,94940,,,,,
3434,,03 2 2012,20327,,,,,
3435,,11 23 2018,n/a,72,72,,,
3436,,10 6 2017,20369,168387,188756,,24536265,3144
3437,,11 22 2013,108118,,,,,
3438,,03 10 2017,n/a,,,,,
3439,,09 13 2002,206400,,,7500000,,
3440,,05 31 2019,n/a,3009,3009,,,
3441,,10 3 2003,n/a,325828,325828,,,
3442,,02 2 2018,n/a,34715,34715,,,
3443,,01 30 2009,18480,,,,,
3444,,09 7 2006,n/a,1876545,1876545,,,
3445,,07 17 2019,813844,,,,,
3446,,06 14 2013,n/a,,,,,
3447,,01 6 2017,n/a,,,,,
3448,,06 25 2021,n/a,7690000,7690000,,,
3449,,12 21 2018,n/a,,,,,
3450,,07 14 2017,n/a,54941,54941,,,
3451,,08 16 2017,n/a,9572938,9572938,,,
3452,,11 13 2019,n/a,17849132,17849132,,,
3453,,08 4 2021,n/a,1632021,1632021,,,
3454,,10 7 2021,n/a,17203,17203,,,
3455,,09 24 2020,1000000,9641126,10641126,,,
3456,,01 17 2018,65410,12886,78296,,,
3457,,10 3 2008,94514402,59703766,154218168,20000000,,
3458,,02 25 2005,479076,63247,542323,,,
3459,,03 14 2014,n/a,,,,,
3460,,11 30 2012,116476,,,,,
3461,,09 9 2011,n/a,,,,,
3462,,06 24 2005,63313159,67846147,131159306,80000000,,
3463,,03 24 2017,n/a,6291,6291,,,
3464,,12 20 2019,n/a,105594,105594,,,
3465,,09 11 2009,32917,1428707,1461624,,,
3466,,02 29 2008,667,,,,7167,1
3467,,04 12 2019,n/a,208209,208209,,,
3468,,10 24 2003,4426297,7000793,11427090,60000000,7616,26
3469,,03 17 2006,6437,,,,21615,2
3470,,05 21 2021,n/a,,,,,
3471,,04 23 2003,n/a,,,,,
3472,,01 23 2017,n/a,261,261,,,
3473,,12 15 2017,n/a,617186,617186,,,
3474,,02 12 2016,n/a,156655,156655,,,
3475,,05 18 2012,56491,,,1100000,,
3476,,07 31 2015,101531,,,1000000,,
3477,,04 20 2018,n/a,605009,605009,,,
3478,,07 4 2014,n/a,,,,,
3479,,01 21 2009,n/a,,,,,
3480,,12 9 2016,n/a,,,,,
3481,,03 9 2007,40848,,,,,
3482,,11 5 2004,36412,,,,,
3483,,04 21 2017,n/a,36872,36872,,7534673,2368
3484,,12 6 2019,n/a,,,,,
3485,,11 14 2014,14618727,,,7000000,8186,3
3486,,04 6 2015,1236094,,,,,
3487,,03 23 2018,n/a,889012,889012,,,
3488,,04 17 2015,45895,919335,965230,,,
3489,,05 10 2019,n/a,1035,1035,,20433071,4047
3490,,12 17 2004,6144806,2148108,8292914,24000000,,
3491,,09 21 2018,n/a,,,,,
3492,,08 12 2016,n/a,,,,,
3493,,05 9 2003,27396,,,,,
3494,,12 14 2018,n/a,,,,,
3495,,10 23 2015,n/a,3008046,3008046,,,
3496,,10 11 2018,n/a,1671700,1671700,,,
3497,,05 5 2017,n/a,16483,16483,,,
3498,,07 21 2017,n/a,34125,34125,,,
3499,,10 14 2016,n/a,2148525,2148525,,,
3500,,07 12 2013,1626289,,,,,
3501,,01 26 2018,n/a,7468217,7468217,,,
3502,,12 22 2006,789963,,,,,
3503,,04 27 2018,n/a,13515,13515,,,
3504,,01 21 2021,n/a,4422,4422,,,
3505,,12 14 2018,n/a,103289,103289,,,
3506,,10 27 2017,n/a,53230,53230,,,
3507,,01 3 2020,n/a,1180,1180,,,
3508,,06 5 2019,2684911,2569467,5254378,,,
3509,,04 20 2018,2663090,17406688,20069778,,,
3510,,05 11 2018,n/a,11209,11209,,,
3511,,06 1 2018,n/a,8404,8404,,,
3512,,12 16 2021,n/a,566,566,,187318,4
3513,,02 21 2020,n/a,3196487,3196487,,,
3514,,06 17 2011,22266,3441323,3463589,,,
3515,,10 12 2007,1097797,13992242,15090039,,114419,5
3516,,09 22 2017,n/a,1586095,1586095,,,
3517,,05 30 2003,n/a,134365,134365,,2274,1
3518,,02 21 2020,n/a,2294815,2294815,,,
3519,,05 9 2008,449776,11083019,11532795,,,
3520,,04 11 2014,n/a,,,,,
3521,,11 7 2014,12111,,,,11053366,3103
3522,,10 7 2021,n/a,1375,1375,,,
3523,,04 27 2018,n/a,495,495,,,
3524,,12 3 2010,100202,4616,104818,,16880,14
3525,,03 15 2018,722669,150333552,151056221,,5968,3
3526,,10 2 2020,n/a,80000,80000,,,
3527,,08 12 2016,n/a,485,485,,,
3528,,11 22 2019,n/a,1380000,1380000,,,
3529,,08 17 2012,n/a,,,,,
3530,,04 4 2013,n/a,2823631,2823631,,,
3531,,03 18 2016,n/a,87618,87618,,,
3532,,01 24 2018,n/a,291672,291672,,1108650,256
3533,,03 7 2014,n/a,8354458,8354458,,,
3534,,12 26 2014,n/a,7237072,7237072,,113846,21
3535,,01 21 2016,n/a,14223864,14223864,,,
3536,,02 23 2017,n/a,10097791,10097791,,,
3537,,06 20 2019,n/a,5448,5448,,,
3538,,02 18 2021,n/a,73847,73847,,,
3539,,01 13 2017,n/a,436810,436810,,,
3540,,05 17 2013,5074,,,,,
3541,,05 13 2016,n/a,32060,32060,,,
3542,,09 17 2015,n/a,1650000,1650000,,,
3543,,04 8 2016,n/a,497,497,,7150,1
3544,,04 14 2017,n/a,1363,1363,,,
3545,,06 18 2021,n/a,6662,6662,,,
3546,,06 17 2016,n/a,4401654,4401654,,,
3547,,04 14 2017,n/a,265474,265474,,,
3548,,07 25 2008,1477650,245996847,247474497,16000000,,
3549,,10 7 2012,5912,1143544,1149456,,54601,106
3550,,07 21 2016,n/a,,,,,
3551,,04 16 2004,12288,,,,1638895,544
3552,,10 18 2013,n/a,,,,,
3553,,02 22 2002,104294,,,,,
3554,,01 17 2014,32828,258007,290835,,,
3555,,01 13 2017,n/a,18330044,18330044,,,
3556,,09 22 2017,n/a,,,,,
3557,,07 27 2012,n/a,,,,,
3558,,01 17 2020,n/a,31147,31147,,12421,2
3559,,09 9 2021,n/a,18758,18758,,24632284,4037
3560,,06 1 2001,512451,,,,,
3561,,12 25 2014,14482031,12835841,27317872,10000000,,
3562,,08 28 2009,234540,,,,,
3563,,02 8 2002,47811275,4649742,52461017,15000000,,
3564,,07 1 2016,n/a,1539719,1539719,,,
3565,,12 10 2003,66432867,57521456,123954323,70000000,,
3566,,11 6 2015,n/a,7723,7723,,16011689,3102
3567,,06 26 2015,24752,3595577,3620329,,,
3568,,11 7 2014,222527828,427129579,649657407,165000000,2271,2
3569,,02 20 2015,n/a,,,,,
3570,,06 17 2016,n/a,7765,7765,,,
3571,,10 19 2018,n/a,1469,1469,,,
3572,,03 14 2014,55032,,,,,
3573,,02 3 2012,20157300,5111380,25268680,40000000,,
3574,,06 2 2000,117559438,56000000,173559438,33000000,,
3575,,01 27 2006,70165972,66881404,137047376,40000000,18849,4
3576,,02 18 2011,37915414,44417036,82332450,32000000,,
3577,,01 23 2015,881,,,,10926,1
3578,,01 30 2015,n/a,,,,,
3579,,07 24 2015,n/a,,,,,
3580,,08 14 2015,n/a,,,,,
3581,,11 17 2017,160308,,,,744,1
3582,,07 3 2013,105998,,,,,
3583,,10 9 2015,1009984,3503,1013487,,,
3584,,11 1 2013,4734,,,,,
3585,,12 1 2017,7347,,,,,
3586,,03 13 2020,n/a,,,,,
3587,,04 5 2002,7262288,1226583,8488871,45000000,,
3588,,06 25 2016,n/a,1404745,1404745,,,
3589,,06 7 2019,n/a,12699,12699,,,
3590,,08 5 2020,n/a,10347476,10347476,,,
3591,,10 19 2012,n/a,,,,52171,32
3592,,10 12 2018,46382,3811,50193,,,
3593,,02 18 2005,20149,,,,,
3594,,05 30 2008,308575,118,308693,,2469341,2797
3595,,09 27 2002,54834,,,,5980,1
3596,,10 25 2019,n/a,867726,867726,,1006059,179
3597,,03 19 2020,n/a,15722,15722,,14283,4
3598,,03 17 2017,n/a,1008678,1008678,,,
3599,,12 10 2020,n/a,90446,90446,,29632823,3284
3600,,10 26 2018,n/a,23800,23800,,,
3601,,01 31 2003,21908034,197276,22105310,,39155217,3749
3602,,04 19 2019,n/a,391887,391887,,,
3603,,12 4 2015,28072,81027,109099,,,
3604,,02 8 2008,3053823,12107824,15161647,750000,,
3605,,02 2 2017,490973,157626,648599,30000000,,
3606,,05 24 2019,n/a,9112,9112,,,
3607,,09 18 2015,n/a,968534,968534,,,
3608,,08 28 2020,3439660,2826949,6266609,25000000,,
3609,,10 5 2018,n/a,,,,,
3610,,03 16 2011,1510026,744228,2254254,,453,1
3611,,10 27 2017,74909,,,,,
3612,,04 16 2021,4504,,,,,
3613,,05 18 2012,809590,,,,,
3614,,11 7 2003,155500,83880,239380,,,
3615,,04 5 2019,n/a,,,,,
3616,,12 4 2020,n/a,117741,117741,,93728,5
3617,,02 26 2021,n/a,139,139,,11244,16
3618,,08 17 2018,618,2689536,2690154,,,
3619,,02 13 2009,754928,,,,,
3620,,09 17 2021,n/a,4576,4576,,,
3621,,08 30 2019,n/a,296,296,,,
3622,,06 15 2018,n/a,,,,,
3623,,08 9 2013,n/a,62210,62210,,71203,4
3624,,10 4 2019,n/a,759685,759685,,1900,1
3625,,10 13 2000,21995263,87257709,109252972,5000000,,
3626,,09 26 2014,n/a,2815788,2815788,,,
3627,,11 11 2016,1738477,28491925,30230402,40000000,,
3628,,12 5 2007,43129,,,,,
3629,,10 10 2008,320896,,,3600000,,
3630,,08 13 2021,n/a,5053,5053,,,
3631,,10 15 2015,n/a,249484,249484,,85082,25
3632,,04 8 2021,n/a,56534,56534,,,
3633,,06 23 2016,n/a,1852887,1852887,,,
3634,,07 17 2015,n/a,540639,540639,,,
3635,,11 16 2018,n/a,26941,26941,,,
3636,,11 29 2019,n/a,418957,418957,,,
3637,,04 27 2018,n/a,166443,166443,,,
3638,,11 29 2019,n/a,1786718,1786718,,20223544,3259
3639,,04 20 2018,n/a,72044,72044,,,
3640,,11 2 2018,n/a,4957041,4957041,,,
3641,,09 19 2014,7679,,,,,
3642,,04 15 2016,n/a,6640736,6640736,,,
3643,,07 2 2021,n/a,144438,144438,,,
3644,,12 4 2020,n/a,102305,102305,,,
3645,,08 25 2017,n/a,899782,899782,,,
3646,,10 30 2021,n/a,,,,,3
3647,,04 29 2005,238507,,,,,
3648,,08 20 2009,n/a,,,,,
3649,,04 28 2017,n/a,12247,12247,,,
3650,,02 15 2019,n/a,1413769,1413769,,13423255,2980
3651,,09 30 2016,n/a,2483680,2483680,,,
3652,,06 2 2017,n/a,8965,8965,,,
3653,,01 2 2015,n/a,3891,3891,,,
3654,,09 24 2021,n/a,6331,6331,,,
3655,,10 13 2017,n/a,116587,116587,,,
3656,,10 9 2020,n/a,1214,1214,,,
3657,,11 18 2016,n/a,513,513,,,
3658,,03 6 2015,n/a,748381,748381,,,
3659,,08 7 2020,n/a,1248,1248,,,
3660,,01 4 2012,n/a,59180,59180,,30998,2
3661,,04 6 2018,n/a,318,318,,,
3662,,03 2 2018,n/a,1377,1377,,,
3663,,12 13 2018,n/a,,,19800000,,
3664,,09 12 2014,25209,118826,144035,,,
3665,,10 25 2012,n/a,,,,,
3666,,10 17 2014,42340598,60599823,102940421,18000000,,
3667,,02 24 2018,n/a,,,,,
3668,,02 7 2020,84158461,117693679,201852140,82000000,,
3669,,05 1 2015,n/a,28532888,28532888,,,
3670,,06 17 2016,8905,3722391,3731296,,14846778,3154
3671,,10 24 2014,n/a,5427994,5427994,,,
3672,,09 30 2016,n/a,1345,1345,,158845,4
3673,,10 29 2004,5005899,9597102,14603001,20000000,89921,4
3674,,08 25 2017,6901965,318525,7220490,31000000,,
3675,,10 18 2013,9802,,,,10500,8
3676,,02 11 2021,n/a,295028,295028,,,
3677,,02 1 2002,4919896,3210831,8130727,13000000,,
3678,,03 30 2018,n/a,,,,,
3679,,07 14 2017,7519,,,,,
3680,,03 5 2020,n/a,5562,5562,,5846,2
3681,,02 20 2015,n/a,10252908,10252908,,,
3682,,02 25 2021,n/a,5827,5827,,,
3683,,09 5 2018,117470,,,,,
3684,,06 26 2019,n/a,1337360,1337360,,,
3685,,11 10 2017,n/a,689,689,,2210,1
3686,,01 8 2010,17365,497172,514537,,,
3687,,05 6 2016,n/a,,,,,
3688,,06 30 2021,n/a,109373,109373,,,
3689,,02 24 2017,557241,48921,606162,21000000,,
3690,,10 3 2014,n/a,,,,,
3691,,08 25 2000,380927,,,,,
3692,,08 29 2019,n/a,566395,566395,,,
3693,,04 3 2015,n/a,8455667,8455667,,,
3694,,01 21 2011,5101237,19586287,24687524,35000000,,
3695,,04 30 2021,7334,3161515,3168849,,,
3696,,01 10 2020,n/a,1242183,1242183,,,
3697,,03 31 2017,n/a,273291,273291,,,
3698,,01 14 2016,n/a,2320220,2320220,,,
3699,,07 30 2021,n/a,101207,101207,,,
3700,,11 23 2018,n/a,662017,662017,,6849,2
3701,,12 7 2018,n/a,6003561,6003561,,,
3702,,03 27 2015,n/a,444156,444156,,,
3703,,03 30 2018,n/a,1730906,1730906,,,
3704,,11 17 2017,n/a,831,831,,,
3705,,10 2 2020,n/a,20147,20147,,,
3706,,04 12 2019,n/a,16584,16584,,21253,2
3707,,04 27 2018,n/a,948,948,,,
3708,,09 26 2014,319456,78926,398382,,,
3709,,11 11 2015,n/a,1671070,1671070,,,
3710,,08 28 2009,n/a,5424328,5424328,,,
3711,,02 4 2005,754819,572509,1327328,,,
3712,,03 7 2008,n/a,6789166,6789166,,,
3713,,01 9 2015,5782,32572,38354,7500000,,
3714,,09 28 2018,57520,1991430,2048950,,,
3715,,10 25 2019,22012729,717415,22730144,12000000,,
3716,,10 31 2002,n/a,25415,25415,,,
3717,,04 5 2000,5241315,,,10000000,,
3718,,05 26 2017,n/a,5062,5062,,,
3719,,07 14 2017,n/a,30196,30196,,,
3720,,09 25 2020,n/a,185499,185499,,490000,38
3721,,12 4 2020,n/a,,,,5150,1
3722,,03 2 2011,n/a,116670,116670,,,
3723,,05 26 2017,n/a,359182,359182,,,
3724,,12 13 2019,10429730,8099059,18528789,5000000,1386254,1272
3725,,10 1 2004,n/a,,,,,
3726,,04 14 2017,18846,,,,,
3727,,01 10 2014,n/a,,,,,
3728,,03 11 2011,22554,,,,,
3729,,10 16 2009,242578,181475,424053,,,
3730,,02 9 2007,35000,,,,,
3731,,11 19 2021,n/a,,,,,
3732,,10 6 2006,93477,,,,,
3733,,12 28 2001,108638745,51052340,159691085,95000000,,
3734,,10 26 2007,6900,,,,,
3735,,10 5 2018,n/a,99251,99251,,,
3736,,11 21 2001,33422806,,,35000000,,
3737,,11 1 2019,n/a,1699916,1699916,,,
3738,,09 18 2015,62575678,36262194,98837872,53000000,,
3739,,03 9 2018,n/a,7157,7157,,8600,1
3740,,04 1 2016,n/a,24603,24603,,,
3741,,08 5 2005,n/a,58135,58135,,,
3742,,11 27 2013,7018188,435996,7454184,17500000,,
3743,,12 3 2015,21571189,399832,21971021,9000000,,
3744,,02 21 2014,2734,,,,,
3745,,02 16 2018,700059566,636434755,1336494321,200000000,3286,2
3746,,04 28 2017,n/a,,,,,
3747,,09 22 2017,n/a,306415,306415,,,
3748,,01 23 2015,1171559,2160512,3332071,,,
3749,,06 22 2007,82987,4980465,5063452,,,
3750,,03 2 2007,9396870,1554283,10951153,15000000,74233,4
3751,,02 22 2019,n/a,1190994,1190994,,,
3752,,12 3 2010,106954678,224312032,331266710,13000000,,
3753,,12 4 2015,n/a,13360,13360,,,
3754,,03 17 2000,6851,,,,3522,1
3755,,02 7 2020,n/a,,,,,
3756,,06 29 2018,n/a,8023159,8023159,,8370,2
3757,,08 7 2020,n/a,491840,491840,,,
3758,,10 19 2007,8939,,,,,
3759,,07 9 2021,183651655,196100000,379751655,200000000,10670,2
3760,,02 9 2003,48000,1334,49334,,,
3761,,04 14 2006,9528,,,,,
3762,,06 14 2019,n/a,,,,,
3763,,04 24 2015,78400,,,,,
3764,,10 27 2017,n/a,628,628,,,
3765,,07 19 2013,2073582,281293,2354875,,,
3766,,01 16 2015,8005980,11659024,19665004,70000000,54,1
3767,,10 23 2015,3442,,,,,
3768,,05 3 2019,n/a,59584,59584,,,
3769,,10 30 2020,n/a,,,,,
3770,,08 10 2018,49275340,44136086,93411426,15000000,253510,4
3771,,04 6 2018,n/a,3849566,3849566,,,
3772,,11 18 2005,21024,,,,102665981,4175
3773,,10 7 2011,200558,1016749,1217307,4500000,,
3774,,06 10 2016,27079,327167,354246,,,
3775,,05 10 2002,1500,,,,,
3776,,03 22 2002,81676888,72661713,154338601,54000000,,
3777,,09 21 2018,n/a,10981,10981,,,
3778,,10 6 2017,92054159,166774899,258829058,185000000,,
3779,,12 8 2004,52397389,78955776,131353165,65000000,4079,2
3780,,03 30 2007,118594548,27000000,145594548,61000000,,
3781,,09 16 2016,20777061,18208516,38985577,10000000,,
3782,,01 5 2018,n/a,,,,,
3783,,03 15 2012,236394,2259577,2495971,,,
3784,,08 13 2019,7881,312884,320765,,304933,52
3785,,12 10 2020,n/a,25899,25899,,,
3786,,03 8 2019,n/a,360,360,,,
3787,,05 3 2019,n/a,18352,18352,,4620,1
3788,,07 4 2019,n/a,34638,34638,,,
3789,,04 6 2011,116037,,,,,
3790,,09 23 2016,n/a,2042,2042,,,
3791,,11 11 2004,n/a,,,,,
3792,,06 11 2009,n/a,,,,,
3793,,05 21 2021,n/a,,,,,
3794,,08 17 2018,704955,42838,747793,,,
3795,,07 4 2019,n/a,72203,72203,,,
3796,,07 20 2018,n/a,3729856,3729856,,,
3797,,03 3 2011,n/a,182366,182366,,29402,3
3798,,03 25 2016,n/a,,,,,
3799,,11 18 2016,5083906,2087414,7171320,16000000,,
3800,,05 23 2014,46290741,81700000,127990741,45000000,,
3801,,02 22 2013,1559556,,,,3688,1
3802,,08 11 2000,29374178,11061516,40435694,40000000,,
3803,,01 28 2009,18654,,,,6541205,3042
3804,,09 4 2015,n/a,37838,37838,,,
3805,,09 25 2009,8449,,,,,
3806,,05 11 2007,87416,,,,,
3807,,01 23 2020,n/a,,,,,
3808,,02 2 2018,n/a,81235,81235,,,
3809,,06 7 2019,n/a,10029,10029,,,
3810,,08 16 2019,11901145,6243499,18144644,15000000,,
3811,,10 3 2008,3073392,16979566,20052958,25000000,,
3812,,11 21 2003,1432,,,,,
3813,,03 5 2008,89169,,,,,
3814,,07 20 2018,4333394,651960,4985354,,,
3815,,06 30 2016,n/a,2338919,2338919,,53807379,3876
3816,,09 6 2019,n/a,,,,,
3817,,09 27 2019,n/a,,,,,
3818,,02 19 2020,282499,524449,806948,,,
3819,,02 26 2016,n/a,388,388,,,
3820,,12 15 2017,n/a,2043,2043,,22056,77
3821,,04 22 2021,n/a,,,,,
3822,,12 12 2003,504600,,,,,
3823,,03 13 2020,n/a,,,,6650,1
3824,,03 14 2007,11750,,,,,
3825,,04 6 2018,60311495,34212286,94523781,21000000,,
3826,,04 3 2015,n/a,2811703,2811703,,,
3827,,06 24 2021,n/a,21147,21147,,7440,1
3828,,09 8 2021,n/a,12810,12810,,,
3829,,07 14 2017,n/a,184935,184935,,,
3830,,12 21 2007,6422,1531057,1537479,10000000,,
3831,,01 18 2008,38848,,,,,
3832,,08 27 2020,n/a,143,143,,,
3833,,08 9 2013,n/a,,,,,
3834,,06 15 2018,n/a,69175,69175,,37967,4
3835,,01 26 2007,3526588,3024722,6551310,15000000,,
3836,,05 15 2020,n/a,,,,,
3837,,06 15 2007,4364,,,,,
3838,,11 30 2018,n/a,,,,,
3839,,12 13 2013,2254,,,,,
3840,,12 2 2016,n/a,,,,,
3841,,04 2 2021,5191,,,,,
3842,,09 18 2009,n/a,,,,,
3843,,12 8 2006,57377916,114000000,171377916,100000000,,
3844,,02 19 2010,109383,,,10000000,,
3845,,08 12 2016,n/a,6820000,6820000,,,
3846,,08 14 2018,n/a,40059,40059,,,
3847,,08 26 2016,n/a,,,,,
3848,,10 13 2017,n/a,8270,8270,,,
3849,,11 15 2013,n/a,1437391,1437391,,,
3850,,08 9 2019,n/a,35943,35943,,,
3851,,12 16 2016,n/a,2302688,2302688,,,
3852,,02 28 2020,n/a,,,,,
3853,,11 18 2016,4664,,,,,
3854,,09 29 2017,n/a,,,,,
3855,,10 4 2006,n/a,,,,,
3856,,03 21 2013,42472,2881487,2923959,26000000,,
3857,,02 11 2011,2761,,,,,
3858,,01 17 2020,6047,,,,,
3859,,08 9 2002,26199517,,,50000000,,
3860,,09 22 2000,4613,,,,,
3861,,07 10 2009,256682,5427272,5683954,,,
3862,,08 17 2001,n/a,,,,,
3863,,05 9 2008,62248,,,,1392000,1565
3864,,09 20 2019,n/a,36725,36725,,,
3865,,01 6 2006,2405420,1306213,3711633,25000000,61566,4
3866,,03 3 2017,n/a,,,,,
3867,,03 13 2019,10021787,27299294,37321081,45000000,58164,17
3868,,07 24 2018,n/a,14651659,14651659,,,
3869,,09 4 2015,n/a,,,,,
3870,,04 23 2021,n/a,1276,1276,,12007,1
3871,,05 20 2011,12971,,,,,
3872,,01 14 2020,33170,74772,107942,,,
3873,,05 13 2016,n/a,1115856,1115856,,,
3874,,07 10 2020,n/a,,,,,
3875,,10 4 2002,773228,,,,,
3876,,03 21 2017,n/a,,,,,
3877,,02 3 2006,2390,,,,,
3878,,04 6 2001,52990775,30291521,83282296,30000000,,
3879,,03 7 2001,637769,,,,,
3880,,10 13 2017,n/a,103208,103208,,6032,1
3881,,10 13 2017,n/a,175171,175171,,,
3882,,04 21 2017,n/a,17621,17621,,,
3883,,10 16 2009,321640,7804333,8125973,,,
3884,,12 21 2018,n/a,25049,25049,,,
3885,,09 17 2021,788675,162336,951011,,,
3886,,09 13 2013,92336,,,,1697,1
3887,,05 2 2003,464126,11241,475367,1000000,,
3888,,03 28 2003,n/a,,,,,
3889,,08 16 2002,40118420,11500000,51618420,30000000,,
3890,,08 31 2013,n/a,,,,,
3891,,11 7 2008,51576,,,,,
3892,,08 24 2018,n/a,33626,33626,,,
3893,,07 26 2013,33404871,69508090,102912961,18000000,,
3894,,10 7 2016,21626,,,,,
3895,,04 13 2012,595018,,,1200000,,
3896,,11 3 2000,76096,,,,,
3897,,11 21 2019,n/a,1317,1317,,16519,2
3898,,11 13 2018,n/a,9453,9453,,,
3899,,03 14 2019,n/a,47883,47883,,,
3900,,05 18 2018,n/a,205531,205531,,,
3901,,12 27 2019,n/a,10000,10000,,,
3902,,04 13 2018,n/a,1142,1142,,,
3903,,04 25 2014,258384,178618,437002,420000,,
3904,,11 22 2019,n/a,5870623,5870623,,,
3905,,12 29 2010,9737892,6828348,16566240,1000000,,
3906,,02 27 2015,n/a,,,,,
3907,,11 15 2019,n/a,,,,401563,474
3908,,12 16 2005,718956,2566200,3285156,,,
3909,,03 28 2014,n/a,,,,,
3910,,05 2 2014,n/a,,,,,
3911,,05 22 2015,n/a,18416,18416,,,
3912,,09 26 2008,n/a,6953637,6953637,,11918,3
3913,,04 3 2015,n/a,7129755,7129755,,,
3914,,05 28 2021,350000,,,1000000,,
3915,,06 5 2015,n/a,250000,250000,,,
3916,,09 8 2021,n/a,4197991,4197991,,,
3917,,04 18 2017,n/a,18292558,18292558,,,
3918,,06 17 2018,n/a,,,,,
3919,,03 21 2008,50440,,,,,
3920,,08 31 2018,n/a,,,,,
3921,,03 21 2003,8586376,6347337,14933713,15000000,8567881,2940
3922,,04 5 2018,n/a,273533,273533,,2332,1
3923,,12 15 2021,n/a,,,,,
3924,,02 27 2009,4085,,,,,
3925,,05 26 2017,n/a,437635,437635,,,
3926,,09 22 2017,18579,,,,,
3927,,05 27 2016,n/a,13003,13003,,,
3928,,11 17 2006,11242801,9355005,20597806,14000000,,
3929,,06 21 2002,10575,,,,,
3930,,07 3 2014,n/a,,,,,
3931,,04 30 2004,2694071,,,17000000,2150,1
3932,,06 1 2018,n/a,33347,33347,,,
3933,,08 5 2016,n/a,289938,289938,,,
3934,,07 22 2016,n/a,1689811,1689811,,2171,1
3935,,02 20 2017,n/a,115026,115026,,,
3936,,08 28 2015,n/a,2171383,2171383,,,
3937,,11 2 2018,113956,,,,,
3938,,08 19 2016,n/a,726460,726460,1250000,,
3939,,12 11 2015,2634,,,,15744,2
3940,,04 26 2019,5123,,,,,
3941,,02 19 2021,n/a,6634,6634,,,
3942,,10 10 2008,39394666,79161864,118556530,67500000,,
3943,,10 9 2020,n/a,,,,,
