Director_ID;Movie_ID;First_name;Surname
2600;2600;David;Jacobson    
2601;2601;Ben;Wheatley    
2602;2602;Harold;Guskin    
2603;2603;Chris;Weitz    
2604;2604;Debra;Granik    
2605;2605;Kris;Isacsson    
2606;2606;Peyton;Reed    
2607;2607;Oliver;Hirschbiegel    
2608;2608;Jim;Rash    
2609;2609;Johan;Renck    
2610;2610;Alexander;Payne    
2611;2611;Michael;Engler    
2612;2612;Edo;Bertoglio    
2613;2613;Robert;Altman    
2614;2614;Sara;Lamm    
2615;2615;Steve;Carr    
2616;2616;Chris;Renaud    
2617;2617;Patrick;Lussier    
2618;2618;Gary;Shore    
2619;2619;Guy;Maddin    
2620;2620;Ivan;Reitman    
2621;2621;Sam;Raimi    
2622;2622;S.;Craig Zahler   
2623;2623;Peter;Chan    
2624;2624;Daniel;Lee    
2625;2625;Hyung-rae;Shim    
2626;2626;James;Wong    
2627;2627;Tom;Shadyac    
2628;2628;Tristan;Patterson    
2629;2629;Gerardo;Naranjo    
2630;2630;Matthew;Barney    
2631;2631;Euros;Lyn    
2632;2632;Jim;Sheridan    
2633;2633;Lawrence;Kasdan    
2634;2634;Kim;Longinotto    
2635;2635;John;Gatins    
2636;2636;Bill;Condon    
2637;2637;Ritu;Sarin    
2638;2638;Miles;Joris-Peyrafitte    
2639;2639;Bruce;McDonald    
2640;2640;Carol;Morley    
2641;2641;Manu;Luksch    
2642;2642;Pete;Travis    
2643;2643;Erik;Sharkey    
2644;2644;Ben;Nott    
2645;2645;Steven;Brill    
2646;2646;Joe;Swanberg    
2647;2647;Nicolas;Winding Refn   
2648;2648;Patrick;Lussier    
2649;2649;Brian;Trenchard-Smith    
2650;2650;Ryûsuke;Hamaguchi    
2651;2651;Renny;Harlin    
2652;2652;Nick;Hamm    
2653;2653;Andrew;Ahn    
2654;2654;Jeremy;Brock    
2655;2655;Nick;Gomez    
2656;2656;Johnnie;To    
2657;2657;Charles;Stone III   
2658;2658;Brandon;LaGanke    
2659;2659;Douglas;Tirola    
2660;2660;Sydney;Freeland    
2661;2661;Matt;Mulhern    
2662;2662;Nicole;Bettauer    
2663;2663;Miguel;Arteta    
2664;2664;Fernando;Eimbcke    
2665;2665;Danny;Leiner    
2666;2666;Todd;Phillips    
2667;2667;Bruce;Paltrow    
2668;2668;Afia;Nathaniel    
2669;2669;Carroll;Ballard    
2670;2670;Bobby;Farrelly    
2671;2671;Troy;Miller    
2672;2672;Tim;Burton    
2673;2673;Mark;Goffman    
2674;2674;Greg;Pritikin    
2675;2675;Anne;Fletcher    
2676;2676;Denis;Villeneuve    
2677;2677;Kar;Wai Wong   
2678;2678;Courtney;Solomon    
2679;2679;Christopher;Nolan    
2680;2680;Danny;DeVito    
2681;2681;Tony;Gilroy    
2682;2682;Milcho;Manchevski    
2683;2683;Dana;Brown    
2684;2684;Paul;Schrader    
2685;2685;Kevin;Munroe    
2686;2686;George;Gallo    
2687;2687;Raphael;Alvarez    
2688;2688;D.J.;Caruso    
2689;2689;Taika;Waititi    
2690;2690;Bill;Jersey    
2691;2691;Nick;Park    
2692;2692;Alastair;Fothergill    
2693;2693;Robert;Stone    
2694;2694;Dave;Green    
2695;2695;Wash;Westmoreland    
2696;2696;Chris;Ordal    
2697;2697;Goro;Miyazaki    
2698;2698;Kyle;Patrick Alvarez   
2699;2699;Damien;O'Donnell    
2700;2700;Emilia;Menocal    
2701;2701;Robin;Campillo    
2702;2702;David;Cronenberg    
2703;2703;Jane;Weinstock    
2704;2704;Will;Gluck    
2705;2705;Daniel;Espinosa    
2706;2706;Babak;Najafi    
2707;2707;Stephan;Elliott    
2708;2708;Ryan;Murphy    
2709;2709;Thorsten;Schütte    
2710;2710;Andrew;Rossi    
2711;2711;Scott;Abramovitch    
2712;2712;Christopher;Dillon Quinn   
2713;2713;Q.;Allan Brocka   
2714;2714;Phillip;J. Bartell   
2715;2715;James;Bolton    
2716;2716;Andrew;Slater    
2717;2717;Dexter;Fletcher    
2718;2718;Boris;Rodriguez    
2719;2719;Declan;Recks    
2720;2720;Megan;Griffiths    
2721;2721;Mia;Hansen-Løve    
2722;2722;James;Watkins    
2723;2723;Martin;Campbell    
2724;2724;Doug;Liman    
2725;2725;Rob;Connolly    
2726;2726;Simon;Hunter    
2727;2727;Stuart;Gordon    
2728;2728;Wonsuk;Chin    
2729;2729;Richard;Laxton    
2730;2730;Marianna;Palka    
2731;2731;Frank;Marshall    
2732;2732;Seth;Kearsley    
2733;2733;Ellory;Elkayem    
2734;2734;Bo;Burnham    
2735;2735;Peter;Greenaway    
2736;2736;Luis;Ortega    
2737;2737;Pablo;Trapero    
2738;2738;Gereon;Wetzel    
2739;2739;Vince;Gilligan    
2740;2740;León;Ichaso    
2741;2741;Ben;Bray    
2742;2742;Stephen;Purvis    
2743;2743;Álex;de la Iglesia  
2744;2744;Gonzalo;Justiniano    
2745;2745;Amalia;Ulman    
2746;2746;Chiemi;Karasawa    
2747;2747;Jiang;Xiao    
2748;2748;Rebecca;Thomas    
2749;2749;Isabel;Coixet    
2750;2750;Rob;Bowman    
2751;2751;Sebastian;Gutierrez    
2752;2752;Andrei;Zvyagintsev    
2753;2753;Petra;Costa    
2754;2754;Gus;Van Sant   
2755;2755;Mark;Linfield    
2756;2756;Anne;Buford    
2757;2757;Michael;Selditch    
2758;2758;Jon;Favreau    
2759;2759;José;Padilha    
2760;2760;José;Padilha    
2761;2761;Sebastian;Gutierrez    
2762;2762;Shekhar;Kapur    
2763;2763;Cameron;Crowe    
2764;2764;Tommy;O'Haver    
2765;2765;Paul;Verhoeven    
2766;2766;Malgorzata;Szumowska    
2767;2767;Scott;Coffey    
2768;2768;Petter;Næss    
2769;2769;Jennifer;Westcott    
2770;2770;Michael;Radford    
2771;2771;Marcos;Carnevale    
2772;2772;Jon;Spira    
2773;2773;Sam;Irvin    
2774;2774;Liza;Johnson    
2775;2775;Neill;Blomkamp    
2776;2776;Pablo;Larraín    
2777;2777;Nick;Sarkisov    
2778;2778;Ciro;Guerra    
2779;2779;Michael;Thelin    
2780;2780;Andrew;Molina    
2781;2781;Carl;Bessai    
2782;2782;Autumn;de Wilde   
2783;2783;Lisa;Lax    
2784;2784;Amie;Siegel    
2785;2785;Peter;Webber    
2786;2786;Franc.;Reyes    
2787;2787;Christina;Yao    
2788;2788;Greg;Coolidge    
2789;2789;Jim;McKay    
2790;2790;Ole;Christian Madsen   
2791;2791;Pernille;Fischer Christensen   
2792;2792;Byron;Howard    
2793;2793;Kevin;Lima    
2794;2794;Michael;Pearce    
2795;2795;Werner;Herzog    
2796;2796;Elfar;Adalsteins    
2797;2797;Jim;Fields    
2798;2798;Lucio;Castro    
2799;2799;Jim;Hanon    
2800;2800;David;Ayer    
2801;2801;Gavin;Hood    
2802;2802;Drake;Doremus    
2803;2803;Shana;Feste    
2804;2804;Alejandro;Jodorowsky    
2805;2805;Roger;Michell    
2806;2806;Peter;Hyams    
2807;2807;Sonia;Kennebeck    
2808;2808;Denis;Villeneuve    
2809;2809;Jean-Jacques;Annaud    
2810;2810;Anders;Ølholm    
2811;2811;Mark;Gill    
2812;2812;Michael;Apted    
2813;2813;Harry;Bradbeer    
2814;2814;Michael;Apted    
2815;2815;Nicole;Holofcener    
2816;2816;Alex;Gibney    
2817;2817;Jason;James    
2818;2818;Victor;Teran    
2819;2819;Gaspar;Noé    
2820;2820;Rick;Alverson    
2821;2821;Doug;Ellin    
2822;2822;Barry;Levinson    
2823;2823;Jonathan;Demme    
2824;2824;Chris;Wedge    
2825;2825;Aaron;Seltzer    
2826;2826;Hubert;Sauper    
2827;2827;Drake;Doremus    
2828;2828;Kurt;Wimmer    
2829;2829;Meera;Menon    
2830;2830;Stefen;Fangmeier    
2831;2831;Philipp;Stölzl    
2832;2832;Steven;Soderbergh    
2833;2833;Doris;Dörrie    
2834;2834;Benjamin;Renner    
2835;2835;Kar;Wai Wong   
2836;2836;Kazuki;Akane    
2837;2837;Matthew;Heineman    
2838;2838;Callan;Brunker    
2839;2839;Francis;Annan    
2840;2840;Randy;Moore    
2841;2841;Mikael;Håfström    
2842;2842;Adam;Robitel    
2843;2843;Adam;Robitel    
2844;2844;Andrea;Weiss    
2845;2845;Michael;Almereyda    
2846;2846;Andrea;Di Stefano   
2847;2847;Régis;Wargnier    
2848;2848;Arnaud;Desplechin    
2849;2849;Katy;Chevigny    
2850;2850;Federico;Sanchez    
2851;2851;Craig;Roberts    
2852;2852;Michel;Gondry    
2853;2853;Chloé;Zhao    
2854;2854;Quentin;Lee    
2855;2855;Roger;Mainwood    
2856;2856;Nils;Tavernier    
2857;2857;Michael;Clancy    
2858;2858;Lisa;Langseth    
2859;2859;Shinji;Aoyama    
2860;2860;Sebastián;Cordero    
2861;2861;Alec;Berg    
2862;2862;David;Dobkin    
2863;2863;Teemu;Nikki    
2864;2864;Marcie;Begleiter    
2865;2865;Tom;Shadyac    
2866;2866;Hideaki;Anno    
2867;2867;Bruce;Beresford    
2868;2868;Mark;Rydell    
2869;2869;Icíar;Bollaín    
2870;2870;Lajos;Koltai    
2871;2871;Baltasar;Kormákur    
2872;2872;Enid;Zentelis    
2873;2873;Jan;Troell    
2874;2874;Joe;Lynch    
2875;2875;Vaughn;Stein    
2876;2876;Richard;Levine    
2877;2877;Michael;Sucsy    
2878;2878;Tom;Roberts    
2879;2879;Adam;Del Deo   
2880;2880;Amy;Berg    
2881;2881;Wim;Wenders    
2882;2882;Ana;Piterbarg    
2883;2883;Asghar;Farhadi    
2884;2884;Rahul;Bose    
2885;2885;Richard;Linklater    
2886;2886;Jason;Todd Ipson   
2887;2887;Ramez;Silyan    
2888;2888;Dominique;Deruddere    
2889;2889;Kirk;Jones    
2890;2890;Dan;Gillespie Sells   
2891;2891;Michael;Winterbottom    
2892;2892;Chris;Metzler    
2893;2893;Maren;Ade    
2894;2894;Christopher;Reeve    
2895;2895;Liev;Schreiber    
2896;2896;Dan;Rush    
2897;2897;Marc;Forster    
2898;2898;Stella;Meghie    
2899;2899;Paul;Fox    
2900;2900;Olatunde;Osunsanmi    
2901;2901;Mikael;Håfström    
2902;2902;Fede;Alvarez    
2903;2903;Elan;Dassani    
2904;2904;Ivan;Reitman    
2905;2905;Lucile;Hadzihalilovic    
2906;2906;Frederick;Wiseman    
2907;2907;Alex;Garland    
2908;2908;Astra;Taylor    
2909;2909;Ric;Klass    
2910;2910;Alexander;Poe    
2911;2911;Joanna;Hogg    
2912;2912;Johnnie;To    
2913;2913;Eduardo;Sánchez    
2914;2914;Jonas;Alexander Arnby   
2915;2915;Banksy;    
2916;2916;Andrzej;Bartkowiak    
2917;2917;Ridley;Scott    
2918;2918;Renny;Harlin    
2919;2919;Daniel;Dencik    
2920;2920;Nathan;Frankowski    
2921;2921;Michael;Almereyda    
2922;2922;Cecilia;Miniucchi    
2923;2923;Mark;Webber    
2924;2924;Philip;Rosenthal    
2925;2925;Beth;B.    
2926;2926;Enda;Loughman    
2927;2927;Mike;Judge    
2928;2928;Sam;Hargrave    
2929;2929;Tom;Vaughan    
2930;2930;Raul;Garcia    
2931;2931;Nacho;Vigalondo    
2932;2932;Colin;Minihan    
2933;2933;Christian;Duguay    
2934;2934;Stephen;Daldry    
2935;2935;Joe;Berlinger    
2936;2936;Gavin;Hood    
2937;2937;Stephan;Elliott    
2938;2938;Haim;Tabakman    
2939;2939;Newton;I. Aduaka   
2940;2940;Justin;Lin    
2941;2941;Alain;Gomis    
2942;2942;Maxime;Giroux    
2943;2943;Ousmane;Sembene    
2944;2944;Bertha;Bay-Sa Pan   
2945;2945;Agnès;Varda    
2946;2946;Bob;Connolly    
2947;2947;Ferzan;Ozpetek    
2948;2948;George;Hickenlooper    
2949;2949;Bent;Hamer    
2950;2950;Michael;John Warren   
2951;2951;John;Turturro    
2952;2952;Carlos;Saura    
2953;2953;Michael;Moore    
2954;2954;Michael;Moore    
2955;2955;Tom;Dey    
2956;2956;Doug;Liman    
2957;2957;Tom;O'Brien    
2958;2958;Viggo;Mortensen    
2959;2959;Luc;Bondy    
2960;2960;John;Lee    
2961;2961;Kevin;Tancharoen    
2962;2962;Laura;Steinel    
2963;2963;Arthur;Dong    
2964;2964;Daniel;Burman    
2965;2965;Werner;Herzog    
2966;2966;Benjamin;Epps    
2967;2967;Kyle;Newman    
2968;2968;Christian-Jaque;    
2969;2969;Daniel;Auteuil    
2970;2970;Don;Hahn    
2971;2971;David;Yates    
2972;2972;David;Yates    
2973;2973;Tim;Story    
2974;2974;Josh;Trank    
2975;2975;Tim;Story    
2976;2976;Louis;Schwartzberg    
2977;2977;Wes;Anderson    
2978;2978;Todd;Haynes    
2979;2979;David;Oelhoffen    
2980;2980;Thomas;Vinterberg    
2981;2981;Rachel;Dretzin    
2982;2982;Brad;Bernstein    
2983;2983;Christian;Carion    
2984;2984;;    
2985;2985;Yael;Reuveny    
2986;2986;Benoît;Jacquot    
2987;2987;Kristin;Canty    
2988;2988;Adewale;Akinnuoye-Agbaje    
2989;2989;Carlos;Sandoval    
2990;2990;James;Moll    
2991;2991;Klaus;Menzel    
2992;2992;Christian;Braad Thomsen   
2993;2993;Justin;Lin    
2994;2994;Justin;Lin    
2995;2995;David;Leitch    
2996;2996;Julia;Hart    
2997;2997;Justin;Lin    
2998;2998;Amos;Kollek    
2999;2999;Richard;Linklater    
3000;3000;Jonathan;Hock    
3001;3001;Mark;Neale    
3002;3002;George;Tillman Jr   
3003;3003;Joel;Zwick    
3004;3004;Catherine;Breillat    
3005;3005;Ash;Christian    
3006;3006;Matthew;Lillard    
3007;3007;Peter;Sullivan    
3008;3008;Deon;Taylor    
3009;3009;Lajos;Koltai    
3010;3010;Aleksandr;Sokurov    
3011;3011;Lawrence;Sher    
3012;3012;Trent;Cooper    
3013;3013;Mia;Hansen-Løve    
3014;3014;Catrin;Einhorn    
3015;3015;Paul;Weitz    
3016;3016;Gabriele;Muccino    
3017;3017;Drew;Xanthopoulos    
3018;3018;Philippe;Faucon    
3019;3019;Marco;Pontecorvo    
3020;3020;Eshom;Nelms    
3021;3021;Janet;Tobias    
3022;3022;Riley;Stearns    
3023;3023;Aleksandr;Sokurov    
3024;3024;Jeff;Zimbalist    
3025;3025;Hal;Hartley    
3026;3026;Jessica;Beshir    
3027;3027;Alain;Corneau    
3028;3028;Leigh;Janiak    
3029;3029;Leigh;Janiak    
3030;3030;Leigh;Janiak    
3031;3031;Nicolas;Winding Refn   
3032;3032;Blutch;    
3033;3033;William;Malone    
3034;3034;Ronny;Yu    
3035;3035;John;Gulager    
3036;3036;Robert;Benton    
3037;3037;Robert;Tinnell    
3038;3038;Stephanie;Soechtig    
3039;3039;Alejandro;Chomski    
3040;3040;Arthur;Jones    
3041;3041;Damian;Pettigrew    
3042;3042;Ric;Roman Waugh   
3043;3043;Matthew;Saville    
3044;3044;Jason;Banker    
3045;3045;Brian;De Palma   
3046;3046;Denzel;Washington    
3047;3047;Carlos;Saldanha    
3048;3048;Christopher;Felver    
3049;3049;Bob;Smeaton    
3050;3050;Henry;Jaglom    
3051;3051;Shundell;Prasad    
3052;3052;Alex;Winter    
3053;3053;Claudia;Llosa    
3054;3054;Bobby;Farrelly    
3055;3055;Max;Lewkowicz    
3056;3056;Estela;Bravo    
3057;3057;Andrew;Currie    
3058;3058;Griffin;Dunne    
3059;3059;Mitra;Farahani    
3060;3060;Kari;Skogland    
3061;3061;James;Foley    
3062;3062;James;Foley    
3063;3063;Michael;Tiddes    
3064;3064;Sam;Taylor-Johnson    
3065;3065;Gulshat;Omarova    
3066;3066;Amir;Bar-Lev    
3067;3067;Dito;Montiel    
3068;3068;Terry;Sanders    
3069;3069;Eddie;O'Flaherty    
3070;3070;Stephen;Merchant    
3071;3071;Michael;Tucker    
3072;3072;Rama;Burshtein    
3073;3073;Michael;D. Olmos   
3074;3074;James;Westby    
3075;3075;Jean-Luc;Godard    
3076;3076;Paul;McGuigan    
3077;3077;Tony;Zierra    
3078;3078;Jon;S. Baird   
3079;3079;Madonna;    
3080;3080;Campbell;Scott    
3081;3081;Luke;Holland    
3082;3082;James;Wong    
3083;3083;David;R. Ellis   
3084;3084;James;Wong    
3085;3085;Steven;Quale    
3086;3086;Hironobu;Sakaguchi    
3087;3087;Stanley;Tucci    
3088;3088;Scott;Mann    
3089;3089;Miguel;Sapochnik    
3090;3090;Sidney;Lumet    
3091;3091;Bryan;Carberry    
3092;3092;Peter;Tolan    
3093;3093;Julie;Davis    
3094;3094;Andrew;Stanton    
3095;3095;Paula;Heil Fisher   
3096;3096;Alex;Gibney    
3097;3097;Gus;Van Sant   
3098;3098;Patrick;Takaya Solomon   
3099;3099;Andrew;Stanton    
3100;3100;Marc;Forster    
3101;3101;Jude;Weng    
3102;3102;Ryan;Suffern    
3103;3103;Mark;Steven Johnson   
3104;3104;Charlie;Siskel    
3105;3105;Brian;Baugh    
3106;3106;Richard;Loncraine    
3107;3107;Justin;Lin    
3108;3108;Gianfranco;Rosi    
3109;3109;Dylan;Mohan Gray   
3110;3110;Oliver;Laxe    
3111;3111;Clive;Oppenheimer    
3112;3112;Jasmin;Mozaffari    
3113;3113;Will;Gluck    
3114;3114;Chris;Bradley    
3115;3115;Jawed;Wassel    
3116;3116;Dennis;Lee    
3117;3117;Todd;Holland    
3118;3118;Richard;Loncraine    
3119;3119;Akiyuki;Shinbo    
3120;3120;Asghar;Farhadi    
3121;3121;Kelly;Reichardt    
3122;3122;Darren;Knapp    
3123;3123;Forest;Whitaker    
3124;3124;Kemp;Curly    
3125;3125;Steven;C. Miller   
3126;3126;Matteo;Garrone    
3127;3127;Takashi;Miike    
3128;3128;Damien;Chazelle    
3129;3129;Olivia;Newman    
3130;3130;Bess;Kargman    
3131;3131;Paul;Schrader    
3132;3132;Mark;Fergus    
3133;3133;David;E. Talbert   
3134;3134;Angelina;Jolie    
3135;3135;Andrea;Arnold    
3136;3136;Brian;Austin Green   
3137;3137;Chris;Foggin    
3138;3138;Cutter;Hodierne    
3139;3139;Richie;Keen    
3140;3140;Alan;Brown    
3141;3141;Justin;Baldoni    
3142;3142;Michael;Matthews    
3143;3143;Oliver;Hirschbiegel    
3144;3144;Maris;Curran    
3145;3145;Keith;Miller    
3146;3146;Sean;Penn    
3147;3147;Clint;Eastwood    
3148;3148;Michael;Lehmann    
3149;3149;Ole;Christian Madsen   
3150;3150;Carlos;Saura    
3151;3151;Bruno;Dumont    
3152;3152;Jeff;Lipsky    
3153;3153;Marc;Abraham    
3154;3154;Niels;Arden Oplev   
3155;3155;Krishna;D.K.    
3156;3156;Michael;Radford    
3157;3157;Jonas;Poher Rasmussen   
3158;3158;Chi;Yin    
3159;3159;Michael;Mayer    
3160;3160;Robert;Zemeckis    
3161;3161;John;Moore    
3162;3162;Hsiao-hsien;Hou    
3163;3163;Robert;Schwentke    
3164;3164;Rob;Reiner    
3165;3165;Lena;Khan    
3166;3166;Stephen;Frears    
3167;3167;Irena;Salina    
3168;3168;Max;Winkler    
3169;3169;Jon;Garaño    
3170;3170;David;Bowers    
3171;3171;Janet;Grillo    
3172;3172;Ben;Stassen    
3173;3173;Tony;Bill    
3174;3174;Rob;Minkoff    
3175;3175;Neal;Slavin    
3176;3176;Glenn;Ficarra    
3177;3177;Jeff;Grace    
3178;3178;Ari;Daniel Pinchot   
3179;3179;Ralph;Arlyck    
3180;3180;Jean-Paul;Jaud    
3181;3181;Ventura;Pons    
3182;3182;Robert;Kenner    
3183;3183;Andy;Tennant    
3184;3184;Craig;Brewer    
3185;3185;Joseph;Cedar    
3186;3186;Kostia;Testut    
3187;3187;Steven;Peros    
3188;3188;Jamie;Travis    
3189;3189;Diane;Kurys    
3190;3190;Jeremy;S. Levine   
3191;3191;Tyler;Perry    
3192;3192;So;Yong Kim   
3193;3193;Dean;Wright    
3194;3194;Charlie;Paul    
3195;3195;Edward;Watts    
3196;3196;Daniel;G. Karslake   
3197;3197;Adam;Nimoy    
3198;3198;Bingham;Bryant    
3199;3199;Paul;Wright    
3200;3200;Christopher;Guest    
3201;3201;Anna;Broinowski    
3202;3202;Ruben;Östlund    
3203;3203;Michael;Polish    
3204;3204;James;Mangold    
3205;3205;Dan;Wolman    
3206;3206;Bethany;Ashton Wolf   
3207;3207;Ryan;Little    
3208;3208;Samir;    
3209;3209;Nicholas;Stoller    
3210;3210;Bob;Hercules    
3211;3211;Lee;Fulkerson    
3212;3212;Adam;Kane    
3213;3213;Ronny;Yu    
3214;3214;Jon;Cassar    
3215;3215;Claudia;Myers    
3216;3216;Charles;Rogers    
3217;3217;Ira;Sachs    
3218;3218;John;Singleton    
3219;3219;Seth;Gordon    
3220;3220;Rodrigo;García    
3221;3221;Jamie;Roberts    
3222;3222;Andy;De Emmony   
3223;3223;Christopher;Morris    
3224;3224;Antony;Cordier    
3225;3225;Dan;Sallitt    
3226;3226;Bennett;Miller    
3227;3227;Samuel;Maoz    
3228;3228;Gregory;Hoblit    
3229;3229;Bill;Paxton    
3230;3230;Don;Argott    
3231;3231;Bruno;Dumont    
3232;3232;Noah;Baumbach    
3233;3233;Brian;M. Cassidy   
3234;3234;Chatrichalerm;Yukol    
3235;3235;Aleksandr;Sokurov    
3236;3236;Lenny;Abrahamson    
3237;3237;Matthew;M. Ross   
3238;3238;Richard;Raaphorst    
3239;3239;Tim;Burton    
3240;3240;Ira;Sachs    
3241;3241;Geoffrey;Sax    
3242;3242;Michael;Pressman    
3243;3243;François;Ozon    
3244;3244;Yilmaz;Arslan    
3245;3245;Trudie;Styler    
3246;3246;Mary;Kuryla    
3247;3247;Alex;Gibney    
3248;3248;Adam;B. Stein   
3249;3249;Christopher;B. Landon   
3250;3250;Mark;Waters    
3251;3251;David;Dobkin    
3252;3252;Richard;Ledes    
3253;3253;Tom;Green    
3254;3254;Ronny;Yu    
3255;3255;Shola;Lynch    
3256;3256;Ash;Brannon    
3257;3257;Ben;Wheatley    
3258;3258;Shawn;Levy    
3259;3259;Ismaël;Ferroukhi    
3260;3260;Barbara;Albert    
3261;3261;Shana;Betz    
3262;3262;Elizabeth;Chai Vasarhelyi   
3263;3263;Gary;Ross    
3264;3264;Lina;Esco    
3265;3265;Amos;Gitai    
3266;3266;Peter;Cousens    
3267;3267;Richard;LaGravenese    
3268;3268;Joe;Roth    
3269;3269;Peter;Sollett    
3270;3270;Kate;McLean    
3271;3271;Kevin;Fitzgerald    
3272;3272;Takashi;Ishii    
3273;3273;Azazel;Jacobs    
3274;3274;Gregory;Hoblit    
3275;3275;Sacha;Jenkins    
3276;3276;Ryan;Shiraki    
3277;3277;Julie;Taymor    
3278;3278;Marcus;Raboy    
3279;3279;Claire;Denis    
3280;3280;Peter;Berg    
3281;3281;Marcus;Nispel    
3282;3282;Simon;Verhoeven    
3283;3283;Sarah;Smick    
3284;3284;Kristen;Coury    
3285;3285;Will;Gluck    
3286;3286;Jennifer;Westfeldt    
3287;3287;Nicole;Holofcener    
3288;3288;Craig;Gillespie    
3289;3289;Lorenzo;Vigas    
3290;3290;Albert;Hughes    
3291;3291;Robert;Iscove    
3292;3292;Matthew;Newton    
3293;3293;Barry;Strugatz    
3294;3294;Pierre;Morel    
3295;3295;Angel;Gracia    
3296;3296;Constantine;Giannaris    
3297;3297;Nicole;Garcia    
3298;3298;Goro;Miyazaki    
3299;3299;Ray;Yeung    
3300;3300;Michael;Berry    
3301;3301;Caroline;Suh    
3302;3302;Ron;Howard    
3303;3303;Adam;Green    
3304;3304;Chris;Buck    
3305;3305;Chris;Buck    
3306;3306;Courtney;Hunt    
3307;3307;Ryan;Coogler    
3308;3308;Steve;Anderson    
3309;3309;Jeremy;Podeswa    
3310;3310;Jesse;Moss    
3311;3311;Steven;Soderbergh    
3312;3312;David;Munro    
3313;3313;Christian;Charles    
3314;3314;Kazuya;Murata    
3315;3315;Alethea;Jones    
3316;3316;Josh;Schwartz    
3317;3317;Dean;Parisot    
3318;3318;Denis;Do    
3319;3319;Deepa;Mehta    
3320;3320;Tim;Sutton    
3321;3321;Michael;Haneke    
3322;3322;Andrew;Bujalski    
3323;3323;Judd;Apatow    
3324;3324;Steven;Shainberg    
3325;3325;James;Wan    
3326;3326;Roger;Kumble    
3327;3327;David;Ayer    
3328;3328;Jenny;Deller    
3329;3329;Karim;Ainouz    
3330;3330;Chris;Smith    
3331;3331;Christopher;Scott Cherot   
3332;3332;Darren;Stein    
3333;3333;Jon;M. Chu   
3334;3334;Stephen;Sommers    
3335;3335;Alonso;Ruiz Palacios   
3336;3336;Lou;Howe    
3337;3337;Fellipe;Barbosa    
3338;3338;Patrice;Chéreau    
3339;3339;Louise;Archambault    
3340;3340;Chris;Moukarbel    
3341;3341;Jaco;Bouwer    
3342;3342;Joann;Sfar    
3343;3343;Mélanie;Laurent    
3344;3344;Michael;Hoffman    
3345;3345;John;Francis Daley   
3346;3346;Kyle;Newacheck    
3347;3347;Vikram;Jayanti    
3348;3348;Brian;Taylor    
3349;3349;Abdel;Kechiche    
3350;3350;James;Ronald Whitney   
3351;3351;Martin;Scorsese    
3352;3352;Anurag;Kashyap    
3353;3353;Paul;McGuigan    
3354;3354;Ruben;Fleischer    
3355;3355;Ralph;Ziman    
3356;3356;Alex;Proyas    
3357;3357;Edmon;Roch    
3358;3358;Jason;Freeland    
3359;3359;Zach;Braff    
3360;3360;Peter;Hewitt    
3361;3361;Tim;Hill    
3362;3362;Michele;Maher    
3363;3363;Sasha;Waters Freyer   
3364;3364;Monica;Stambrini    
3365;3365;Susan;Seidelman    
3366;3366;Edouard;Deluc    
3367;3367;Rob;Tregenza    
3368;3368;David;Charles Rodrigues   
3369;3369;Joseph;F. Lovett   
3370;3370;Jonathan;Lisecki    
3371;3371;James;Longley    
3372;3372;Aaron;Katz    
3373;3373;Ang;Lee    
3374;3374;Anne;Fontaine    
3375;3375;Philippe;Lesage    
3376;3376;Vlad;Yudin    
3377;3377;Victor;Ginzburg    
3378;3378;Mark;Mann    
3379;3379;;    
3380;3380;Lauren;Greenfield    
3381;3381;Claude;Nuridsany    
3382;3382;Michael;Grandage    
3383;3383;Michèle;Hozer    
3384;3384;Jared;Hess    
3385;3385;David;Gordon Green   
3386;3386;Christoph;Waltz    
3387;3387;Garry;Marshall    
3388;3388;Dean;Devlin    
3389;3389;Mike;Flanagan    
3390;3390;Corinna;Belz    
3391;3391;Bruce;La Bruce   
3392;3392;Gus;Van Sant   
3393;3393;Jeff;Reichert    
3394;3394;Dylan;Kidd    
3395;3395;Stephen;T. Kay   
3396;3396;Ninian;Doff    
3397;3397;Etan;Cohen    
3398;3398;Nicholas;Stoller    
3399;3399;Aaron;Schneider    
3400;3400;Daniel;DiMauro    
3401;3401;Tate;Taylor    
3402;3402;Jordan;Peele    
3403;3403;Tommy;O'Haver    
3404;3404;Jim;Sheridan    
3405;3405;Peter;Segal    
3406;3406;Courtney;Solomon    
3407;3407;Ronit;Elkabetz    
3408;3408;Hoyt;Yeatman    
3409;3409;E.;Raymond Brown   
3410;3410;Jim;Jarmusch    
3411;3411;Rupert;Sanders    
3412;3412;Mamoru;Oshii    
3413;3413;Mark;Steven Johnson   
3414;3414;Brian;Taylor    
3415;3415;Olivier;Dahan    
3416;3416;Steve;Beck    
3417;3417;Andy;Nyman    
3418;3418;Ben;Peyser    
3419;3419;David;Koepp    
3420;3420;Denis;Côté    
3421;3421;Terry;Zwigoff    
3422;3422;John;Maringouin    
3423;3423;Paul;Feig    
3424;3424;Jason;Reitman    
3425;3425;Christopher;Herrmann    
3426;3426;Asger;Leth    
3427;3427;Mark;Waters    
3428;3428;John;Carpenter    
3429;3429;James;Cameron    
3430;3430;Eric;Bress    
3431;3431;Adrián;Biniez    
3432;3432;Keith;Behrman    
3433;3433;Grear;Patterson    
3434;3434;Dawn;Porter    
3435;3435;Marc;Webb    
3436;3436;Matt;Aselton    
