Award_ID;Movie_ID;Title;Award
1138;1138;Behaving Badly;
1139;1139;Behemoth;#37BestMovieof2017
1140;1140;Behind Enemy Lines;#91MostDiscussedMovieof2001 , #35MostSharedMovieof2001
1141;1141;Behind the Burly Q;
1142;1142;Behind the Mask: The Rise of Leslie Vernon;
1143;1143;Behind the Sun;#70BestMovieof2001
1144;1144;Beijing Bicycle;#59MostDiscussedMovieof2002
1145;1145;Being 17;#38BestMovieof2016
1146;1146;Being Charlie;
1147;1147;Being Elmo: A Puppeteer's Journey;
1148;1148;Being Evel;
1149;1149;Being Flynn;
1150;1150;Being Frank;
1151;1151;Being Julia;
1152;1152;Being the Ricardos;#71MostDiscussedMovieof2021
1153;1153;Beirut;#83MostSharedMovieof2018
1154;1154;Bel Ami;
1155;1155;Bel Borba Aqui;
1156;1156;Bel Canto;
1157;1157;Belfast;#72MostDiscussedMovieof2021
1158;1158;Bella;
1159;1159;Belle;
1160;1160;Bellflower;#100BestMovieof2011
1161;1161;Beloved;
1162;1162;Beloved Sisters;
1163;1163;Below;#8MostSharedMovieof2002
1164;1164;Below Her Mouth;
1165;1165;Beltracchi: The Art of Forgery;
1166;1166;Belushi;
1167;1167;Ben Is Back;
1168;1168;Bend It Like Beckham;#75MostSharedMovieof2003
1169;1169;Benda Bilili!;#53BestMovieof2011
1170;1170;Bending the Arc;#74BestMovieof2017
1171;1171;Beneath;
1172;1172;Beneath;
1173;1173;Beneath the Darkness;
1174;1174;Beneath the Harvest Sky;
1175;1175;Benedetta;
1176;1176;Ben-Hur;#78MostDiscussedMovieof2016
1177;1177;Benjamin;
1178;1178;Benjamin Smoke;#82BestMovieof2000
1179;1179;Benji;
1180;1180;Benji: Off the Leash!;
1181;1181;Beowulf;#33MostDiscussedMovieof2007
1182;1182;Beowulf & Grendel;
1183;1183;Berberian Sound Studio;#49BestMovieof2013
1184;1184;Bergman Island;#70BestMovieof2021
1185;1185;Berlin;#70BestMovieof2008
1186;1186;Berlin Babylon;
1187;1187;Berlin Syndrome;
1188;1188;Berlin, I Love You;
1189;1189;Bernard and Huey;
1190;1190;Bernie;#74BestMovieof2012 , #89MostDiscussedMovieof2012
1191;1191;Bert Stern: Original Madman;
1192;1192;Besotted;
1193;1193;Best and Most Beautiful Things;
1194;1194;Best in Show;#31BestMovieof2000 , #66MostDiscussedMovieof2000 , #74MostSharedMovieof2000
1195;1195;Best Night Ever;
1196;1196;Best of Enemies;#97BestMovieof2015
1197;1197;Best Sellers;
1198;1198;Best Worst Movie;
1199;1199;Best Worst Thing That Ever Could Have Happened;#52BestMovieof2016
1200;1200;Bestiaire;
1201;1201;Bethlehem;
1202;1202;Better Housekeeping;
1203;1203;Better Living;
1204;1204;Better Living Through Chemistry;
1205;1205;Better Living Through Circuitry;#94BestMovieof2000
1206;1206;Better Luck Tomorrow;
1207;1207;Better Than Sex;#52MostSharedMovieof2001
1208;1208;Better Watch Out;
1209;1209;Bettie Page Reveals All;
1210;1210;Betting on Zero;
1211;1211;Between Two Ferns: The Movie;
1212;1212;Beuys;
1213;1213;Beverly Hills Chihuahua;
1214;1214;Beware of Mr. Baker;#52BestMovieof2012
1215;1215;Bewitched;
1216;1216;Beyond a Reasonable Doubt;
1217;1217;Beyond Borders;
1218;1218;Beyond Honor;
1219;1219;Beyond Outrage;
1220;1220;Beyond Skyline;
1221;1221;Beyond the Black Rainbow;#95MostSharedMovieof2012
1222;1222;Beyond the Gates;
1223;1223;Beyond the Hills;#53BestMovieof2013
1224;1224;Beyond the Lights;
1225;1225;Beyond the Mat;#71BestMovieof2000
1226;1226;Beyond the Ocean;
1227;1227;Beyond the Reach;
1228;1228;Beyond the Sea;
1229;1229;Beyond the Sea;
1230;1230;Beyond The Visible: Hilma af Klint;#83BestMovieof2020
1231;1231;Bhopal: A Prayer for Rain;
1232;1232;Bhutto;
1233;1233;Biandan, guniang;
1234;1234;Bicycling With Molière;
1235;1235;Big Animal;#89BestMovieof2004
1236;1236;Big Ass Spider!;
1237;1237;Big Bad Love;
1238;1238;Big Bad Wolves;
1239;1239;Big Eden;
1240;1240;Big Eyes;#97MostDiscussedMovieof2014 , #71MostSharedMovieof2014
1241;1241;Big Fan;
1242;1242;Big Fat Liar;#90MostDiscussedMovieof2002
1243;1243;Big Fish;#18MostDiscussedMovieof2003 , #15MostSharedMovieof2003
1244;1244;Big Fish & Begonia;
1245;1245;Big Game;
1246;1246;Big Hero 6;#27MostDiscussedMovieof2014 , #11MostSharedMovieof2014
1247;1247;Big Man Japan;
1248;1248;Big Men;#5BestMovieof2014
1249;1249;Big Miracle;
1250;1250;Big Momma's House;#79MostDiscussedMovieof2000 , #61MostSharedMovieof2000
1251;1251;Big Momma's House 2;#93MostSharedMovieof2006
1252;1252;Big Mommas: Like Father, Like Son;
1253;1253;Big River Man;
1254;1254;Big Significant Things;
1255;1255;Big Sky;
1256;1256;Big Sonia;
1257;1257;Big Star: Nothing Can Hurt Me;
1258;1258;Big Stone Gap;
1259;1259;Big Sur;
1260;1260;Big Time Adolescence;#15MostSharedMovieof2020
1261;1261;Big Trouble;
1262;1262;Bigger Stronger Faster*;#36BestMovieof2008
1263;1263;Bigger Than the Sky;
1264;1264;Biggie and Tupac;
1265;1265;Biggie: I Got a Story to Tell;
1266;1266;Biker Boyz;
1267;1267;Bilal: A New Breed of Hero;
1268;1268;Bill & Ted Face the Music;#19MostDiscussedMovieof2020
1269;1269;Bill Cunningham New York;#56BestMovieof2011
1270;1270;Bill Nye: Science Guy;
1271;1271;Bill Traylor: Chasing Ghosts;#84BestMovieof2021
1272;1272;Bill W.;
1273;1273;Billabong Odyssey;
1274;1274;Billie;
1275;1275;Billie Eilish: The World's a Little Blurry;#97MostDiscussedMovieof2021
1276;1276;Billy Elliot;#59BestMovieof2000 , #65MostDiscussedMovieof2000 , #96MostSharedMovieof2000
1277;1277;Billy Lynn's Long Halftime Walk;
1278;1278;Billy the Kid;#66BestMovieof2007
1279;1279;Bingo Hell;
1280;1280;Bird Box;#25MostDiscussedMovieof2018
1281;1281;Bird People;
1282;1282;Birdboy: The Forgotten Children;
1283;1283;Birders: The Central Park Effect;#58BestMovieof2013
1284;1284;Birdman or (The Unexpected Virtue of Ignorance);#15BestMovieof2014 , #11MostDiscussedMovieof2014 , #13MostSharedMovieof2014
1285;1285;Birds of Paradise;
1286;1286;Birds of Passage;#24BestMovieof2019 , #53MostSharedMovieof2019
1287;1287;Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn);#3MostDiscussedMovieof2020
1288;1288;Birth;#97MostDiscussedMovieof2004 , #83MostSharedMovieof2004
1289;1289;Birth of the Dragon;
1290;1290;Birth of the Living Dead;
1291;1291;Birthday Girl;#90MostSharedMovieof2002
1292;1292;Bisbee '17;#33BestMovieof2018
1293;1293;Bitch;
1294;1294;Bitter Harvest;
1295;1295;Bittersweet Motel;
1296;1296;Biutiful;#100MostSharedMovieof2010
1297;1297;Black '47;
1298;1298;Black and Blue;
1299;1299;Black and White;
1300;1300;Black as Night;
1301;1301;Black Bear;#79BestMovieof2020
1302;1302;Black Beauty;
1303;1303;Black Book;#87MostSharedMovieof2007
1304;1304;Black Box;
1305;1305;Black Butterflies;
1306;1306;Black Butterfly;
1307;1307;Black Christmas;
1308;1308;Black Christmas;#76MostDiscussedMovieof2019
1309;1309;Black Death;#97MostSharedMovieof2011
1310;1310;Black Dynamite;
1311;1311;Black Gold;
1312;1312;Black Hawk Down;#61BestMovieof2001 , #14MostDiscussedMovieof2001 , #29MostSharedMovieof2001
1313;1313;Black Is King;#27BestMovieof2020 , #2MostDiscussedMovieof2020
1314;1314;Black Knight;
1315;1315;Black Mass;#47MostDiscussedMovieof2015 , #7MostSharedMovieof2015
1316;1316;Black Mother;#21BestMovieof2019
1317;1317;Black Nativity;
1318;1318;Black or White;
1319;1319;Black Orpheus;#30BestMovieof2006
1320;1320;Black Out;
1321;1321;Black Panther;#25BestMovieof2018 , #2MostDiscussedMovieof2018 , #1MostSharedMovieof2018
1322;1322;Black Rock;
1323;1323;Black Sea;
1324;1324;Black Sheep;
1325;1325;Black Snake Moan;
1326;1326;Black Souls;
1327;1327;Black Swan;#44BestMovieof2010 , #8MostDiscussedMovieof2010 , #21MostSharedMovieof2010
1328;1328;Black Water: Abyss;
1329;1329;Black Widow;#5MostDiscussedMovieof2021
1330;1330;Blackballed: The Bobby Dukes Story;
1331;1331;Blackbird;
1332;1332;Blackboards;
1333;1333;Blackfish;#23BestMovieof2013
1334;1334;Blackhat;
1335;1335;BlacKkKlansman;#51BestMovieof2018 , #27MostDiscussedMovieof2018 , #50MostSharedMovieof2018
1336;1336;Blackthorn;
1337;1337;Blackwoods;
1338;1338;Blade II;#26MostDiscussedMovieof2002 , #59MostSharedMovieof2002
1339;1339;Blade of the Immortal;
1340;1340;Blade Runner 2049;#60BestMovieof2017 , #5MostDiscussedMovieof2017 , #8MostSharedMovieof2017
1341;1341;Blade: Trinity;#59MostDiscussedMovieof2004
1342;1342;Blades of Glory;#75MostDiscussedMovieof2007
1343;1343;Blair Witch;#66MostDiscussedMovieof2016
1344;1344;Blame;
1345;1345;Blancanieves;#37BestMovieof2013
1346;1346;Blank City;
1347;1347;Blaze;
1348;1348;Bleak Street;
1349;1349;Bleed for This;
1350;1350;Bleeding Steel;
1351;1351;Blended;#96MostDiscussedMovieof2014
1352;1352;Bless Me, Ultima;
1353;1353;Bless the Child;#77MostDiscussedMovieof2000
1354;1354;Blessed Is the Match: The Life and Death of Hannah Senesh;
1355;1355;Blind;#38BestMovieof2015
1356;1356;Blind;
1357;1357;Blind Date;
1358;1358;Blind Mountain;
1359;1359;Blind Shaft;#43BestMovieof2004
1360;1360;Blind Spot. Hitler's Secretary;#37BestMovieof2003
1361;1361;Blinded by the Light;#64MostSharedMovieof2019
1362;1362;Blindness;#92MostDiscussedMovieof2008
1363;1363;Blindsight;#72BestMovieof2008
1364;1364;Blindspotting;
1365;1365;Bliss;
1366;1366;Bliss;
1367;1367;Blissfully Yours;#50BestMovieof2004
1368;1368;Blithe Spirit;
1369;1369;Blizzard of Souls;
1370;1370;Blockers;#84MostDiscussedMovieof2018 , #36MostSharedMovieof2018
1371;1371;Blood;
1372;1372;Blood and Chocolate;
1373;1373;Blood and Money;
1374;1374;Blood Brother;
1375;1375;Blood Diamond;#24MostDiscussedMovieof2006 , #18MostSharedMovieof2006
1376;1376;Blood Done Sign My Name;
1377;1377;Blood Father;
1378;1378;Blood Glacier;
1379;1379;Blood on Her Name;
1380;1380;Blood Quantum;
1381;1381;Blood Ties;
1382;1382;Blood Work;#75MostDiscussedMovieof2002
1383;1383;Blood: The Last Vampire;
1384;1384;BloodRayne;#92MostDiscussedMovieof2006
1385;1385;Bloodshot;#37MostDiscussedMovieof2020
1386;1386;Bloodsucking Bastards;
1387;1387;Bloody Hell;
1388;1388;Bloody Nose, Empty Pockets;#39BestMovieof2020
1389;1389;Bloody Sunday;#3BestMovieof2002 , #74MostSharedMovieof2002
1390;1390;Blossoms of Fire;
1391;1391;Blow;#59MostDiscussedMovieof2001 , #11MostSharedMovieof2001
1392;1392;Blow Dry;
1393;1393;Blow the Man Down;
1394;1394;Blue Bayou;
1395;1395;Blue Beard;#82BestMovieof2010
1396;1396;Blue Caprice;#76BestMovieof2013
1397;1397;Blue Car;#48BestMovieof2003 , #73MostSharedMovieof2003
1398;1398;Blue Crush;
1399;1399;Blue Gate Crossing;
1400;1400;Blue Iguana;
1401;1401;Blue Is the Warmest Color;#10BestMovieof2013 , #95MostDiscussedMovieof2013 , #2MostSharedMovieof2013
1402;1402;Blue Jasmine;#63BestMovieof2013 , #58MostDiscussedMovieof2013 , #43MostSharedMovieof2013
1403;1403;Blue Jay;
1404;1404;Blue Like Jazz;
1405;1405;Blue Miracle;
1406;1406;Blue Moon;
1407;1407;Blue Note Records: Beyond the Notes;
1408;1408;Blue Ruin;#72BestMovieof2014
1409;1409;Blue Story;
1410;1410;Blue Valentine;#28BestMovieof2010 , #50MostDiscussedMovieof2010 , #3MostSharedMovieof2010
1411;1411;Bluebird;
1412;1412;Blumenthal;
1413;1413;Blumhouse's Fantasy Island;#58MostDiscussedMovieof2020
1414;1414;Blumhouse's Truth or Dare;#75MostDiscussedMovieof2018 , #75MostSharedMovieof2018
1415;1415;Boarding Gate;
1416;1416;Boat Trip;
1417;1417;Bob Ross: Happy Accidents, Betrayal & Greed;
1418;1418;Bobbi Jene;
1419;1419;Bobby;#93MostDiscussedMovieof2006 , #97MostSharedMovieof2006
1420;1420;Bobby Fischer Against the World;#64BestMovieof2011
1421;1421;Bobby G. Can't Swim;
1422;1422;Bobby Jones: Stroke of Genius;
1423;1423;Bobby Sands: 66 Days;
1424;1424;Bodied;
1425;1425;Body;
1426;1426;Body at Brighton Rock;
1427;1427;Body of Lies;#86MostDiscussedMovieof2008 , #48MostSharedMovieof2008
1428;1428;Body of War;
1429;1429;Boesman and Lena;
1430;1430;Bohemian Rhapsody;#11MostDiscussedMovieof2018 , #19MostSharedMovieof2018
1431;1431;Boiler Room;
1432;1432;Boiling Point;
1433;1433;Bokeh;
1434;1434;Bolivia;
1435;1435;Bollywood/Hollywood;#31MostSharedMovieof2003
1436;1436;Bolt;#65MostDiscussedMovieof2008 , #39MostSharedMovieof2008
1437;1437;Bomb the System;
1438;1438;Bombay Beach;#81BestMovieof2011
1439;1439;Bombay Eunuch;
1440;1440;Bombay Rose;
1441;1441;Bombshell;#75MostDiscussedMovieof2019
1442;1442;Bombshell: The Hedy Lamarr Story;
1443;1443;Bon voyage;
1444;1444;Bone Tomahawk;#80MostDiscussedMovieof2015 , #66MostSharedMovieof2015
1445;1445;Bones;
1446;1446;Bones Brigade: An Autobiography;
1447;1447;Bonjour Monsieur Shlomi;
1448;1448;Bonneville;
1449;1449;Bonsái;
1450;1450;Boo! A Madea Halloween;
1451;1451;Boogeyman;#30MostSharedMovieof2005
1452;1452;Boogie;
1453;1453;Boogie Man: The Lee Atwater Story;
1454;1454;Book Club;#47MostSharedMovieof2018
1455;1455;Book of Shadows: Blair Witch 2;#48MostDiscussedMovieof2000 , #80MostSharedMovieof2000
1456;1456;Booker's Place: A Mississippi Story;#56BestMovieof2012
1457;1457;Books of Blood;
1458;1458;Booksmart;#30BestMovieof2019 , #39MostDiscussedMovieof2019 , #20MostSharedMovieof2019
1459;1459;Boom for Real: The Late Teenage Years of Jean-Michel Basquiat;
1460;1460;Bootmen;
1461;1461;Booye kafoor, atre yas;
1462;1462;Borat Subsequent Moviefilm;#12MostDiscussedMovieof2020
1463;1463;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;#6BestMovieof2006 , #2MostDiscussedMovieof2006 , #16MostSharedMovieof2006
1464;1464;Border;
1465;1465;Borg vs. McEnroe;
1466;1466;Borgman;
1467;1467;Boris Without Béatrice;
1468;1468;Born in China;
1469;1469;Born Into Brothels: Calcutta's Red Light Kids;#42BestMovieof2004
1470;1470;Born Romantic;
1471;1471;Born to be Blue;
1472;1472;Born to Be Wild;
1473;1473;Born to Fly;#71BestMovieof2014
1474;1474;Borstal Boy;
1475;1475;Boss Level;#98MostDiscussedMovieof2021
1476;1476;Bossa Nova;
1477;1477;Bottle Shock;
1478;1478;Bottom of the 9th;
1479;1479;Boulevard;
1480;1480;Bounce;#64MostDiscussedMovieof2000 , #93MostSharedMovieof2000
1481;1481;Boundaries;
1482;1482;Bounty Killer;
1483;1483;Bowling for Columbine;#81BestMovieof2002 , #73MostDiscussedMovieof2002 , #73MostSharedMovieof2002
1484;1484;Boxing Gym;#17BestMovieof2010
1485;1485;Boy;
1486;1486;Boy A;#60BestMovieof2008
1487;1487;Boy and the World;#71BestMovieof2015
1488;1488;Boy Culture;
1489;1489;Boy Erased;
1490;1490;Boychoir;
1491;1491;Boyhood;#1BestMovieof2014 , #6MostDiscussedMovieof2014 , #6MostSharedMovieof2014
1492;1492;Boynton Beach Club;
1493;1493;Boys and Girls;#81MostSharedMovieof2000
1494;1494;Boys Life 3;
1495;1495;Boys State;#34BestMovieof2020
1496;1496;BPM (Beats Per Minute);#43BestMovieof2017
1497;1497;Bra Boys;
1498;1498;Brad's Status;
1499;1499;Brahms: The Boy II;
1500;1500;Brake;
1501;1501;Bran Nue Dae;
1502;1502;Brand Upon the Brain!;#40BestMovieof2007
1503;1503;Brand: A Second Coming;
1504;1504;Bratz;
1505;1505;Brave;#24MostDiscussedMovieof2012 , #31MostSharedMovieof2012
1506;1506;Brave New Jersey;
1507;1507;Braven;
1508;1508;Bravetown;
1509;1509;Brawl in Cell Block 99;#88BestMovieof2017
1510;1510;Breach;#77BestMovieof2007
1511;1511;Bread and Roses;
1512;1512;Bread and Tulips;
1513;1513;Break Point;
1514;1514;Breakfast on Pluto;
1515;1515;Breakfast with Scot;
1516;1516;Breakin' All the Rules;
1517;1517;Breaking a Monster;
1518;1518;Breaking and Entering;
1519;1519;Breaking In;#89MostSharedMovieof2018
1520;1520;Breaking News in Yuba County;
1521;1521;Breaking Point;
1522;1522;Breaking the Girls;
1523;1523;Breaking Upwards;
1524;1524;Breakthrough;#60MostSharedMovieof2019
1525;1525;Breath;
1526;1526;Breathe;#87BestMovieof2015
1527;1527;Breathe;
1528;1528;Breathe In;
1529;1529;Breathing;
1530;1530;Brian Banks;
1531;1531;Brian Wilson: Long Promised Road;
1532;1532;Brick;#99BestMovieof2006 , #62MostDiscussedMovieof2006 , #82MostSharedMovieof2006
1533;1533;Brick Lane;
1534;1534;Brick Mansions;
1535;1535;Bride & Prejudice;
1536;1536;Bride Flight;
1537;1537;Bride of the Wind;
1538;1538;Bride Wars;#66MostSharedMovieof2009
1539;1539;Brideshead Revisited;
1540;1540;Bridesmaids;#72BestMovieof2011 , #25MostDiscussedMovieof2011 , #60MostSharedMovieof2011
1541;1541;Bridge of Spies;#52BestMovieof2015 , #33MostDiscussedMovieof2015 , #23MostSharedMovieof2015
1542;1542;Bridge to Terabithia;#71BestMovieof2007 , #39MostDiscussedMovieof2007
1543;1543;Bridgend;
1544;1544;Bridget Jones: The Edge of Reason;
1545;1545;Bridget Jones's Baby;
1546;1546;Bridget Jones's Diary;#66MostDiscussedMovieof2001 , #48MostSharedMovieof2001
1547;1547;Brief Interviews with Hideous Men;
1548;1548;Brigham City;
1549;1549;Bright;#12MostDiscussedMovieof2017 , #58MostSharedMovieof2017
1550;1550;Bright Days Ahead;
1551;1551;Bright Future;
1552;1552;Bright Leaves;#38BestMovieof2004
1553;1553;Bright Star;#36BestMovieof2009
1554;1554;Bright Young Things;
1555;1555;Brightburn;#50MostDiscussedMovieof2019 , #67MostSharedMovieof2019
1556;1556;Brightest Star;
1557;1557;Brighton Rock;
1558;1558;Brigsby Bear;
1559;1559;Brimstone;
1560;1560;Brimstone & Glory;
1561;1561;Bring It On;#23MostSharedMovieof2000
1562;1562;Bringing Down the House;
1563;1563;Bringing Up Bobby;
1564;1564;Britney Vs. Spears;
1565;1565;Brittany Runs A Marathon;
1566;1566;Britt-Marie Was Here;
1567;1567;Broadway Idiot;
1568;1568;Broadway: The Golden Age, by the Legends Who Were There;#94BestMovieof2004
1569;1569;Brokeback Mountain;#5BestMovieof2005 , #2MostDiscussedMovieof2005 , #10MostSharedMovieof2005
1570;1570;Broken;
1571;1571;Broken Bridges;
1572;1572;Broken City;
1573;1573;Broken Embraces;#61BestMovieof2009
1574;1574;Broken English;
1575;1575;Broken Flowers;#43BestMovieof2005 , #38MostDiscussedMovieof2005
1576;1576;Broken Horses;
1577;1577;Broken Sky;
1578;1578;Bronson;#100BestMovieof2009 , #27MostSharedMovieof2009
1579;1579;Brooklyn;#18BestMovieof2015 , #51MostDiscussedMovieof2015 , #34MostSharedMovieof2015
1580;1580;Brooklyn Castle;#64BestMovieof2012
1581;1581;Brooklyn Lobster;
1582;1582;Brooklyn Rules;
1583;1583;Brooklyn's Finest;
1584;1584;Brother;
1585;1585;Brother Bear;#38MostDiscussedMovieof2003 , #47MostSharedMovieof2003
1586;1586;Brother to Brother;
1587;1587;Brotherhood of the Wolf;
1588;1588;Brothers;#79MostDiscussedMovieof2009 , #72MostSharedMovieof2009
1589;1589;Brothers;#61BestMovieof2005
1590;1590;Brothers at War;
1591;1591;Brothers By Blood;
1592;1592;Brothers in Arms;
1593;1593;Brother's Justice;
1594;1594;Brothers of the Head;
1595;1595;Brown Sugar;
1596;1596;Bruce Almighty;#49MostDiscussedMovieof2003 , #62MostSharedMovieof2003
1597;1597;Bruce Springsteen's Letter to You;
1598;1598;Bruised;
1599;1599;Bruno;#25MostDiscussedMovieof2009 , #20MostSharedMovieof2009
1600;1600;Buñuel in the Labyrinth of the Turtles;
1601;1601;Bubba Ho-tep;
1602;1602;Bubble;
1603;1603;Bubble Boy;#65MostDiscussedMovieof2001
1604;1604;Bubot Niyar;#97BestMovieof2006
1605;1605;Buck;#60BestMovieof2011
1606;1606;Bucky Larson: Born to Be a Star;
1607;1607;Buddy Boy;
1608;1608;Buena Vista Social Club: Adios;
1609;1609;Buffalo Boys;
1610;1610;Buffalo Girls;
1611;1611;Buffalo Soldiers;
1612;1612;Buffaloed;
1613;1613;Bug;#71MostDiscussedMovieof2007
1614;1614;Bugs!;
1615;1615;Bukowski: Born into This;#52BestMovieof2004
1616;1616;Bulgarian Lovers;
1617;1617;Bull;
1618;1618;Bullet Head;
1619;1619;Bullet to the Head;
1620;1620;Bulletproof Monk;
1621;1621;Bullhead;
1622;1622;Bully;#81MostSharedMovieof2001
1623;1623;Bully;#82BestMovieof2012
1624;1624;Bully. Coward. Victim. The Story of Roy Cohn;
1625;1625;Bumblebee;#22MostDiscussedMovieof2018
1626;1626;Bunraku;
1627;1627;Buoyancy;#93BestMovieof2020
1628;1628;Burden;
1629;1629;Burden;
1630;1630;Buried;#72MostDiscussedMovieof2010 , #27MostSharedMovieof2010
1631;1631;Burke and Hare;
1632;1632;Burlesque;#61MostDiscussedMovieof2010 , #23MostSharedMovieof2010
1633;1633;Burma VJ: Reporter i et lukket land;#32BestMovieof2009
1634;1634;Burn After Reading;#19MostDiscussedMovieof2008 , #53MostSharedMovieof2008
1635;1635;Burn Country;
1636;1636;Burn Your Maps;
1637;1637;Burning;#11BestMovieof2018 , #99MostSharedMovieof2018
1638;1638;Burning Blue;
1639;1639;Burning Bush;#35BestMovieof2014
1640;1640;Burning Cane;
1641;1641;Burning Man: The Burning Sensation;
1642;1642;Burning Sands;
1643;1643;Burnt;#51MostSharedMovieof2015
1644;1644;Burnt Money;
1645;1645;Burying the Ex;
1646;1646;Burzynski;
1647;1647;Bus 174;#18BestMovieof2003
1648;1648;Bush's Brain;
1649;1649;Bushwick;
1650;1650;Buster's Mal Heart;
1651;1651;Bustin' Down the Door;
1652;1652;But I'm a Cheerleader;
1653;1653;Butt Boy;
1654;1654;Butter;
1655;1655;Butter on the Latch;
1656;1656;Butterfly Tongues;#96BestMovieof2000
1657;1657;BuyBust;
1658;1658;Buzzard;#98BestMovieof2015
1659;1659;By Hook or by Crook;
1660;1660;By Sidney Lumet;
1661;1661;By the Grace of God;
1662;1662;By the Sea;#85MostSharedMovieof2015
1663;1663;Bye Bye Germany;
1664;1664;Byzantium;
1665;1665;C.O.G.;
1666;1666;C.S.A.: The Confederate States of America;
1667;1667;Cézanne et Moi;
1668;1668;Cabin Fever;#41MostDiscussedMovieof2003 , #65MostSharedMovieof2003
1669;1669;Cabin Fever;
1670;1670;Cabin Fever: Patient Zero;
1671;1671;Caché (Hidden);#13BestMovieof2005 , #22MostDiscussedMovieof2005 , #73MostSharedMovieof2005
1672;1672;Cachorro;
1673;1673;Cadillac Records;
1674;1674;Caesar Must Die;#71BestMovieof2013
1675;1675;Café de Flore;
1676;1676;Café Lumière;#32BestMovieof2005
1677;1677;Café Society;
1678;1678;Cairo Time;
1679;1679;Cake;
1680;1680;Calendar Girls;
1681;1681;Calibre;
1682;1682;California Solo;
1683;1683;California Typewriter;#80BestMovieof2017
1684;1684;Call Me by Your Name;#3BestMovieof2017 , #21MostDiscussedMovieof2017 , #27MostSharedMovieof2017
1685;1685;Call Me Kuchu;#48BestMovieof2013
1686;1686;Call Me Lucky;
1687;1687;Callas Forever;
1688;1688;Calle 54;#12BestMovieof2000
1689;1689;Calm with Horses (The Shadow of Violence);
1690;1690;Calvary;#80BestMovieof2014
1691;1691;Cam;
1692;1692;Cam2Cam;
1693;1693;Camera Obscura;
1694;1694;Cameraman: The Life and Work of Jack Cardiff;
1695;1695;Cameraperson;#21BestMovieof2016
1696;1696;Camille Claudel 1915;
1697;1697;Camp;
1698;1698;Camp X-Ray;
1699;1699;Campfire;
1700;1700;Can Mr. Smith Get to Washington Anymore?;#83BestMovieof2007
1701;1701;Can You Bring It: Bill T. Jones and D-Man in the Waters;#21BestMovieof2021
1702;1702;Can You Ever Forgive Me?;#27BestMovieof2018 , #93MostDiscussedMovieof2018
1703;1703;Candy;
1704;1704;Candyman;#35MostDiscussedMovieof2021
1705;1705;Cane River;#60BestMovieof2020
1706;1706;Caniba;
1707;1707;Can't Stand Losing You: Surviving the Police;
1708;1708;Canvas;
1709;1709;Cape of Good Hope;
1710;1710;Capernaum;
1711;1711;Capital;
1712;1712;Capital in the Twenty-First Century;
1713;1713;Capitalism: A Love Story;#51MostDiscussedMovieof2009 , #93MostSharedMovieof2009
1714;1714;Capone;
1715;1715;Capote;#2BestMovieof2005 , #35MostDiscussedMovieof2005
1716;1716;Captain America: Civil War;#7MostDiscussedMovieof2016 , #14MostSharedMovieof2016
1717;1717;Captain America: The First Avenger;#5MostDiscussedMovieof2011 , #11MostSharedMovieof2011
1718;1718;Captain America: The Winter Soldier;#5MostDiscussedMovieof2014 , #36MostSharedMovieof2014
1719;1719;Captain Corelli's Mandolin;
1720;1720;Captain Fantastic;#79MostDiscussedMovieof2016 , #99MostSharedMovieof2016
1721;1721;Captain Marvel;#3MostDiscussedMovieof2019 , #2MostSharedMovieof2019
1722;1722;Captain Pantoja and the Special Services;
1723;1723;Captain Phillips;#36BestMovieof2013 , #31MostDiscussedMovieof2013 , #89MostSharedMovieof2013
1724;1724;Captain Underpants: The First Epic Movie;#91MostDiscussedMovieof2017
1725;1725;Captive;
1726;1726;Captive;
1727;1727;Captive State;#98MostDiscussedMovieof2019 , #82MostSharedMovieof2019
1728;1728;Captivity;
1729;1729;Capturing the Friedmans;#5BestMovieof2003
1730;1730;Caramel;#91BestMovieof2008
1731;1731;Carancho;
1732;1732;Carandiru;
1733;1733;Carbon Nation;
1734;1734;Careful What You Wish For;
1735;1735;Cargo;
1736;1736;Carlos;#2BestMovieof2010 , #24MostSharedMovieof2010
1737;1737;Carlos Castaneda: Enigma of a Sorcerer;
1738;1738;Carmine Street Guitars;#47BestMovieof2019
1739;1739;Carnage;#84BestMovieof2003
1740;1740;Carnage;
1741;1741;Carnage Park;
1742;1742;Carol;#1BestMovieof2015 , #41MostDiscussedMovieof2015 , #3MostSharedMovieof2015
1743;1743;Carol Channing: Larger Than Life;
1744;1744;Carrie;#40MostDiscussedMovieof2013 , #56MostSharedMovieof2013
1745;1745;Carrie Pilby;
1746;1746;Cars;#86BestMovieof2006 , #18MostDiscussedMovieof2006 , #10MostSharedMovieof2006
1747;1747;Cars 2;#19MostDiscussedMovieof2011 , #8MostSharedMovieof2011
1748;1748;Cars 3;#45MostDiscussedMovieof2017 , #43MostSharedMovieof2017
1749;1749;Cartel Land;
1750;1750;Casa de los babys;
1751;1751;Casa de mi Padre;
1752;1752;Casanova;
1753;1753;Case 39;#56MostSharedMovieof2010
1754;1754;Cashback;
1755;1755;Casi divas;
1756;1756;Casino Jack;
1757;1757;Casino Jack and the United States of Money;
1758;1758;Casino Royale;#33BestMovieof2006 , #4MostDiscussedMovieof2006 , #11MostSharedMovieof2006
1759;1759;Cassadaga;
